;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
105;13566035;Nam;---;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;1;;20m;3;---; 2,399 tỷ ; 100 m2; Đường Y Moan Ênuôl, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk;;
106;4652268;Nam;;Cần bán;21m;;Biệt thự, nhà liền kề;Giấy tờ hợp lệ;;12m;4;;18m;6;---; 155 triệu / m2  ; 190 m2; Đường Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;Khu đô thị mới Đại Kim(xem chi tiết dự án);
107;13563104;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 3,2 tỷ ; 40 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
108;13563115;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 3,55 tỷ ; 47 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
109;13563193;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 3,3 tỷ ; 48 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
110;13563204;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 3,15 tỷ ; 35 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
111;13563229;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 3,1 tỷ ; 40 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
112;13563222;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 3,85 tỷ ; 58 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
113;13563217;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 38,5 tỷ ; 65 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
114;13563237;_;---;Cần bán;4m;---;Nhà trong hẻm;---;---;---;5;---;---;3;---; 4 tỷ ; 46 m2; Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
115;13566028;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;4;---;---;4;---; 7 tỷ ; 55 m2; Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội;;
116;13564276;_;---;Cần bán;50m;---;Nhà mặt tiền;---;---;---;2;---;---;2;---; 2,85 tỷ ; 20 m2; Đường Bến Vân Đồn, Phường 9, Quận 4, Hồ Chí Minh;;
117;13304590;_;---;Cần bán;3m;---;Nhà trong hẻm;---;---;---;3;---;---;4;---; 3,9 tỷ ; 47 m2; Đường Tôn Thất Thuyết, Phường 16, Quận 4, Hồ Chí Minh;;
118;12496054;_;---;Cần bán;4m;---;Nhà trong hẻm;---;---;---;5;---;---;6;---; 5,95 tỷ ; 62 m2; Đường Nguyễn Tất Thành, Phường 18, Quận 4, Hồ Chí Minh;;
119;13564479;_;;Cần bán;20m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;8m;3;;32m;3;---; 71 tỷ ; 255 m2; Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
120;13564374;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;13m;8;;---;24;---; 51 tỷ ; 199 m2; Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội;;
121;13566027;_;;Cần bán;4m;;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;8m;1;---;---;6;---; 90 triệu / m2  ; 131 m2; Đường Trương Định, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội;;
122;12430197;Đông Nam;;Cần bán;6m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;9m;1;---;18m;3;---; 6,7 tỷ ; 130 m2; Đường Ngô Quyền, Phường 7, Thành phố Đà Lạt, Lâm Đồng;;
123;13301690;Đông Nam;---;Cần bán;3,5m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;13m;---;---;18m;---;---; 9,5 tỷ ; 243 m2; Đường Nguyễn Hữu Cảnh, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
124;13043528;Tây Bắc;;Cần bán;4m;;Nhà hàng, khách sạn;Sổ hồng/ Sổ đỏ;;6m;4;---;12m;9;---; 11 tỷ ; 72 m2; Đường Phù Đổng Thiên Vương, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
125;13029338;Tây Nam;;Cần bán;3,5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;9,3m;3;;13m;7;---; 9,5 tỷ ; 118 m2; Đường Lữ Gia, Phường 9, Thành phố Đà Lạt, Lâm Đồng;;
126;13566025;Đông Nam;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;3;---;11m;3;---; 3,6 tỷ ; 53 m2; Đường Bắc Sơn, Phường Vĩnh Hải, Thành phố Nha Trang, Khánh Hòa;;
127;13566026;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;5;;8m;5;---; 7,2 tỷ ; 45 m2; Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;;
128;11042821;_;---;Cần bán;30m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;100m;---;---;100m;---;---; 150 tỷ ; 10.000 m2; Đường Quốc lộ 51B, Phường 11, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
129;12354889;_;---;Cần bán;16m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;---;---;22m;---;---; 3,9 tỷ ; 220 m2; Mặt tiền Đường Ngô Chí Quốc, Phường Bình Chiểu, Thành phố Thủ Đức, Hồ Chí Minh;;
130;12838649;_;---;Cần bán;1m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;12m;---;---; 1,85 tỷ ; 60 m2; Phường Hương Mạc, Thành phố Từ Sơn, Bắc Ninh;;
131;13566021;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;---;13m;3;---; 4,6 tỷ ; 50 m2; Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh;;
132;13566020;_;---;Cần bán;10m;---;Nhà mặt tiền;---;---;6,2m;2;---;25m;5;---; 30 tỷ ; 130 m2; Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh;;
133;12278808;_;;Cần bán;1m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;---;;12m;---;---; 1,25 tỷ ; 60 m2; Đường Nguyễn Văn Cừ, Phường Phù Khê, Thành phố Từ Sơn, Bắc Ninh;;
134;13458517;_;;Cần bán;3,5m;;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;;8,29m;1;;17m;1;---; 4,2 tỷ ; 141 m2; Đường Việt Hùng, Xã Việt Hùng, Huyện Đông Anh, Hà Nội;;
135;13454524;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;;10m;4;---; 3,9 tỷ ; 40 m2; Đường Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội;;
136;12299718;_;---;Cần bán;1m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;6m;---;---;23m;---;---; 2 tỷ ; 150 m2; Phường Hương Mạc, Thành phố Từ Sơn, Bắc Ninh;;
137;13566011;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,5m;3;;15m;3;---; 7,5 tỷ ; 65 m2; Đường Tầm Vu, Phường 26, Quận Bình Thạnh, Hồ Chí Minh;;
138;13566010;_;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;7,6m;2;---;60m;3;---; 2,3 tỷ ; 40 m2; Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng;;
139;13566008;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;5,2m;1;---;16m;1;---; 22,5 tỷ ; 80 m2; Đường Mễ Trì, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội;;
140;13264746;_;---;Cần bán;10m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6,5m;---;---;50m;---;---; 3 tỷ ; 308 m2; Đường Nhuận Đức, Xã Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh;;
141;13005174;_;---;Cần bán;---;---;Kho, xưởng;Sổ hồng/ Sổ đỏ;---;27m;---;---;50m;---;---; 14,5 tỷ ; 1.400 m2; Đường Trung An, Xã Trung An, Huyện Củ Chi, Hồ Chí Minh;;
142;13566002;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;6;;---;4;---; 10,8 tỷ ; 53 m2; Phố Trịnh Công Sơn, Phường Quảng An, Quận Tây Hồ, Hà Nội;;
143;13562525;_;;Cần bán;15m;;Nhà mặt tiền;---;;5m;5;;20m;5;---; 7,1 tỷ ; 100 m2; Đường Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng;;
144;13565998;_;---;Cần bán;15m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;3;---;24m;3;---; 4,4 tỷ ; 104 m2; Đường ĐT 743B, Phường Bình Hòa, Thành phố Thuận An, Bình Dương;;
145;13565997;Tây Nam;---;Cần bán;6m;---;Đất thổ cư, đất ở;---;---;5m;---;---;26m;---;---; 2,2 tỷ ; 124 m2; một sẹc đường Đường Bình Mỹ, Xã Bình Mỹ, Huyện Củ Chi, Hồ Chí Minh;;
146;12313682;_;---;Cần bán;1m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;19m;---;---; 2,6 tỷ ; 90 m2; Phường Phù Khê, Thành phố Từ Sơn, Bắc Ninh;;
147;13352479;_;---;Cần bán;13m;---;Đất thổ cư, đất ở;---;---;5m;---;---;12m;---;---; 1 tỷ ; 90 m2; Đại Lộ Bình Dương, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương;Khu dân cư Golden City(xem chi tiết dự án);
148;13565993;_;;Cần bán;3m;;Nhà trong hẻm;---;;36m;2;;14m;2;---; 5,5 tỷ ; 50 m2; Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Hồ Chí Minh;;
149;13565786;_;;Cần bán;8m;;Nhà trong hẻm;---;;4m;2;;23m;2;---; 10,5 tỷ ; 92 m2; Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Hồ Chí Minh;;
150;13564052;_;;Cần bán;5m;;Nhà trong hẻm;---;;6m;2;;20m;3;---; 8,8 tỷ ; 120 m2; Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, Hồ Chí Minh;;
151;12625358;Bắc;---;Cần bán;16m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;7m;---;---;26m;---;---; 11,284 tỷ ; 182 m2; Đường Nguyễn Duy Trinh, Phường Phú Hữu, Thành phố Thủ Đức, Hồ Chí Minh;Khu dân cư Đại học Bách Khoa(xem chi tiết dự án);
152;10045065;Đông Nam;---;Cần bán;12m;---;Đất nền, liền kề, đất dự án;Giấy tờ hợp lệ;---;9m;---;---;21m;---;---; 22 triệu / m2  ; 189 m2; 57 Đường số 882, Phường Phú Hữu, Thành phố Thủ Đức, Hồ Chí Minh;Khu dân cư Đại học Quốc gia 245(xem chi tiết dự án);
153;13560325;_;---;Cần bán;8m;---;Nhà trong hẻm;---;---;---;4;---;---;3;---; 7,1 tỷ ; 66 m2; Đường Tô Hiệu, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk;;
154;12972658;_;---;Cần bán;20m;---;Kho, xưởng;Sổ hồng/ Sổ đỏ;---;9m;---;---;50m;---;---; 8,05 tỷ ; 337 m2; Đường DH402, Phường Tân Phước Khánh, Thành phố Tân Uyên, Bình Dương;;
155;13565988;_;---;Cần bán;12m;---;Nhà mặt tiền;---;---;7m;2;---;20m;2;---; 65 triệu ; 500 m2; Đường Trường Chinh, Phường 13, Quận Tân Bình, Hồ Chí Minh;;
156;13565987;_;---;Cần bán;8m;---;Nhà mặt tiền;---;---;---;7;---;---;11;---; 14 tỷ ; 112 m2; Đường Xuân Diệu, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng;;
157;8019586;_;---;Cần bán;8m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;---;22m;---;---; 1,6 tỷ ; 134 m2; Đường Bến Tràm, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang;;
158;13565986;_;---;Cần bán;20m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;---;20m;---;---; 1,7 tỷ ; 120 m2; Đường Lưu Chí Hiếu, Phường 10, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
159;13364901;_;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;5;---;16m;12;---; 8,99 tỷ ; 80 m2; Đường Trần Bình Trọng, Phường 1, Quận Gò Vấp, Hồ Chí Minh;;
160;13565984;_;;Cần bán;50m;;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;;---;10;;---;2;---; 2,5 tỷ ; 70 m2; Đường  Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;Khu đô thị mới Đền Lừ II(xem chi tiết dự án);
161;13565983;_;;Cần bán;3m;;Nhà trong hẻm;---;;3,1m;6;;---;3;---; 3,95 tỷ ; 35 m2; Hà Nội Đường Ngọc Hồi, Thị Trấn Văn Điển, Huyện Thanh Trì, Hà Nội;;
162;12729741;_;;Cần bán;1m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;---;;10m;---;---; 3,7 tỷ ; 100 m2; Phường Phù Khê, Thành phố Từ Sơn, Bắc Ninh;;
163;13469258;Đông Nam;;Cần bán;2,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,3m;1;---;8,6m;2;---; 2,47 tỷ ; 26 m2; Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh;;
164;13564689;Tây Bắc;;Cần bán;5,4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;1;---;5m;1;---; 2,35 tỷ ; 20 m2; Đường Số 12, Phường 11, Quận Gò Vấp, Hồ Chí Minh;;
165;13564813;Bắc;---;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;2,1m;1;---;4m;2;---; 1,39 tỷ ; 09 m2; Đường Quang Trung, Phường 12, Quận Gò Vấp, Hồ Chí Minh;;
166;13501030;Đông Nam;;Cần bán;2,8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,4m;1;---;9m;2;---; 3,05 tỷ ; 25 m2; Đường Số 2, Phường 3, Quận Gò Vấp, Hồ Chí Minh;;
167;13498852;Đông Nam;;Cần bán;3,5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,4m;4;;10,2m;4;---; 6,5 tỷ ; 158 m2; Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Hồ Chí Minh;;
168;13508746;Bắc;---;Cần bán;6m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;20m;---;---; 1,35 tỷ ; 100 m2; Đường Phùng Hưng, Xã An Viễn, Huyện Trảng Bom, Đồng Nai;;
169;13474503;Tây Nam;---;Cần bán;7,5m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;19m;---;---; 4,05 tỷ ; 95 m2; Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
170;13127648;Đông Bắc;---;Cần bán;7,5m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;5m;---;---;19m;---;---; 3,55 tỷ ; 92 m2; Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;Khu đô thị mới Kim Long Nam City (Kim Long City)(xem chi tiết dự án);
171;13565975;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,1m;2;---;---;2;---; 3,15 tỷ ; 55 m2; Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội;;
172;13565971;_;---;Cần bán;10m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;---;23m;---;---; 3,9 tỷ ; 138 m2; Quốc Lộ 13, Phường Bình Chiểu, Thành phố Thủ Đức, Hồ Chí Minh;;
173;13457003;Tây Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4m;1;---;15m;2;---; 5,5 tỷ ; 60 m2; Đường Võ Văn Tần, Phường Thắng Nhất, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
174;13564496;_;;Cần bán;2,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;0m;4;;0m;4;---; 6,5 tỷ ; 40 m2; Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;;
175;13564615;_;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;0m;5;;0m;3;---; 3,85 tỷ ; 34 m2; Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;;
176;13565967;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;10m;4;---;---;4;---; 39 tỷ ; 200 m2; Đường Linh Đàm, Phường Định Công, Quận Hoàng Mai, Hà Nội;;
177;13053526;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,5m;3;;13m;4;---; 4,9 tỷ ; 60 m2; Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh;;
178;11523369;_;;Cần bán;12m;;Phòng trọ, nhà trọ;Sổ hồng/ Sổ đỏ;;10m;5;;26m;15;---; 63 tỷ ; 257 m2; Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
179;13121027;Tây Nam;---;Cần bán;7,5m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;5m;---;---;20m;---;---; 3,55 tỷ ; 100 m2; Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;Khu đô thị mới Kim Long Nam City (Kim Long City)(xem chi tiết dự án);
180;12597429;_;---;Cần bán;16m;---;Đất thổ cư, đất ở;---;---;5m;---;---;30m;---;---; 1,35 tỷ ; 150 m2; Đại Lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương;;
181;12594019;_;---;Cần bán;25m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 1,35 tỷ ; 300 m2; Đại Lộ Bình Dương, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương;;
182;12956398;_;---;Cần bán;25m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 1,25 tỷ ; 150 m2; Đại Lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương;;
183;12708002;_;---;Cần bán;25m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 1,4 tỷ ; 150 m2; Đại Lộ Bình Dương, Phường Tân Định, Thị xã Bến Cát, Bình Dương;;
184;13565966;_;;Cần bán;---;;Nhà hàng, khách sạn;Sổ hồng/ Sổ đỏ;;29m;16;;---;200;---; 600 tỷ ; 1.174 m2; 6.8.10 Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;;
185;13565964;_;---;Cần bán;15m;---;Nhà mặt tiền;---;---;8,2m;3;---;26m;5;---; 68 tỷ ; 175 m2; Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh;;
186;13563136;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,1m;3;---;10m;3;---; 2,4 tỷ ; 31 m2; Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng;;
187;13548462;_;;Cần bán;6m;;Nhà trong hẻm;---;;5,6m;2;;15m;3;---; 5,4 tỷ ; 83 m2; Đường Hàm Nghi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng;;
188;13551403;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;2;;23,5m;3;---; 5,3 tỷ ; 94 m2; Đường Duy Tân, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng;;
189;13551431;_;;Cần bán;6m;;Nhà trong hẻm;---;;6m;2;;20m;3;---; 5,3 tỷ ; 120 m2; Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng;;
190;13558574;Nam;;Cần bán;11m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,26m;1;;25m;4;---; 3 tỷ ; 114 m2; Đường Lê Trọng Tấn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng;;
191;13530156;Đông;---;Cần bán;6m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;---;33m;---;---; 8,5 tỷ ; 197 m2; Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng;;
192;13530171;_;---;Cần bán;5m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;25,2m;---;---;47,2m;---;---; 5 triệu / m2  ; 2.250 m2; Quốc lộ 14G, Xã Hòa Phú, Huyện Hòa Vang, Đà Nẵng;;
193;13537556;_;;Cần bán;7,5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;7,2m;6;;23,8m;7;---; 23 tỷ ; 165 m2; Đường Đinh Thị Hòa, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng;;
194;13553477;_;;Cần bán;6m;;Nhà mặt tiền;---;;4,5m;3;;18m;3;---; 6,2 tỷ ; 81 m2; Đường Tiên Sơn 20, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng;;
195;13477658;Tây Bắc;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5m;2;---;16m;3;---; 7,7 tỷ ; 83 m2; Đường Phan Chu Trinh, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
196;13565961;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;15m;8;;---;30;---; 53 tỷ ; 195 m2; Phố Nhật Chiêu, Phường Nhật Tân, Quận Tây Hồ, Hà Nội;;
197;13555840;_;---;Cần bán;6m;---;Đất nông, lâm nghiệp;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 6 triệu / m2  ; 300 m2; Phường An Thới, Thành phố Phú Quốc, Kiên Giang;;
198;13491301;_;---;Cần bán;7m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 6 triệu / m2  ; 333 m2; Phường An Thới, Thành phố Phú Quốc, Kiên Giang;;
199;13282143;_;---;Cần bán;10m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 6 triệu / m2  ; 336 m2; Thành phố Phú Quốc, Kiên Giang;;
200;13545968;_;---;Cần bán;7m;---;Đất nông, lâm nghiệp;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 1,8 tỷ ; 30 m2; Đường DT975 Phường An Thới, Thành phố Phú Quốc, Kiên Giang;;
201;12596746;_;---;Cần bán;10m;---;Đất nông, lâm nghiệp;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 6 triệu / m2  ; 300 m2; Đường Nguyễn Văn Cừ, Phường An Thới, Thành phố Phú Quốc, Kiên Giang;;
202;13564462;Đông;---;Cần bán;7m;---;Đất thổ cư, đất ở;---;---;6m;---;---;13,5m;---;---; 4,4 tỷ ; 81 m2; Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh;;
203;13552209;Nam;---;Cần bán;16m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;2;---;18m;3;---; 20,5 tỷ ; 108 m2; Đường Số 40, Phường Tân Phong, Quận 7, Hồ Chí Minh;;
204;13343785;Bắc;---;Cần bán;12m;---;Biệt thự, nhà liền kề;---;---;10m;3;---;20m;5;---; 36 tỷ ; 200 m2; Đường Số 12, Phường Tân Hưng, Quận 7, Hồ Chí Minh;;
205;13565953;_;;Cần bán;3m;;Nhà mặt tiền;---;;3,5m;4;;---;3;---; 2,68 tỷ ; 35 m2; 0 Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
206;13565952;Đông Bắc;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;10m;2;---; 2,5 tỷ ; 50 m2; 999 Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;;
207;13565944;_;---;Cần bán;4m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5,24m;---;---;18m;---;---; 34 triệu / m2  ; 100 m2; đa tốn Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội;;
208;13564785;_;---;Cần bán;2,5m;---;Nhà trong hẻm;---;---;---;4;---;---;3;---; 2,5 tỷ ; 31 m2; Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội;;
209;13565943;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;3;;15m;3;---; 8,6 tỷ ; 73 m2; Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh;;
210;13565942;_;---;Cần bán;32m;---;Đất thổ cư, đất ở;---;---;5m;---;---;20m;---;---; 1,1 tỷ ; 100 m2; Đường Trường Chinh, Thị Xã Phú Mỹ, Bà Rịa Vũng Tàu;;
211;13497241;Bắc;---;Cần bán;12m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;6m;---;---;14m;---;---; 1,48 tỷ ; 84 m2; Đường 2 tháng 4, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa;Khu đô thị mới Hoàng Phú Nha Trang(xem chi tiết dự án);
212;13565940;Đông Nam;---;Cần bán;5m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4m;---;---;---;---;---; 1,76 tỷ ; 62 m2; Đường Đồng Hòa, Phường Đồng Hòa, Quận Kiến An, Hải Phòng;;
213;13491804;Đông Bắc;---;Cần bán;25m;---;Đất nền, liền kề, đất dự án;Giấy tờ hợp lệ;---;6m;3;---;14m;3;---; 1,5 tỷ ; 84 m2; Đường 2 tháng 4, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa;Khu đô thị mới Hoàng Phú Nha Trang(xem chi tiết dự án);
