;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
6875;13472712;_;---;Cần bán;13m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;3,6m;3;---;11m;3;---; 4,05 tỷ ; 46 m2; Đường Lương Định Của, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Bình Định;;
6876;12855676;_;---;Cần bán;---;---;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;---;---;7;---;---;2;---; 690 triệu ; 50 m2; Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội;Căn hộ chung cư Mini Thái Hà(xem chi tiết dự án);
6877;13574283;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5m;3;---;20m;3;---; 21,5 tỷ ; 100 m2; Đường Mai Xuân Thưởng, Phường 3, Quận 6, Hồ Chí Minh;;
6878;13562127;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6,7m;6;;8m;15;---; 10,3 tỷ ; 50 m2; Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
6879;13574282;_;;Cần bán;15m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;15m;1;;60m;1;---; 39 tỷ ; 830 m2; Đường Nguyễn Ái Quốc, Phường Trảng Dài, Thành phố Biên Hoà, Đồng Nai;;
6880;13553977;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,3m;3;;11,6m;4;---; 7,8 tỷ ; 50 m2; Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
6881;13294696;Đông Bắc;;Cần bán;16m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;8m;4;;---;5;---; 12,6 tỷ ; 144 m2; Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;;
6882;13403754;_;---;Cần bán;32m;---;Nhà mặt tiền;---;---;10m;4;---;28m;16;---; 40 tỷ ; 500 m2; Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh;;
6883;13573672;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;;18m;3;---; 4,79 tỷ ; 72 m2; Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;;
6884;13574271;Đông Nam;---;Cần bán;16m;---;Mặt bằng;Sổ hồng/ Sổ đỏ;---;7m;---;---;---;---;---; 4,3 tỷ ; 84 m2; Phường Vạn An, Thành phố Bắc Ninh, Bắc Ninh;;
6885;13570273;_;;Cần bán;7m;;Nhà trong hẻm;---;;---;5;;---;4;---; 10,2 tỷ ; 85 m2; Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội;;
6886;13570064;_;;Cần bán;7m;;Nhà trong hẻm;---;;---;5;;---;4;---; 10 tỷ ; 80 m2; Đường Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội;;
6887;13570693;_;;Cần bán;7m;;Đất thổ cư, đất ở;---;;---;---;;---;---;---; 6 tỷ ; 80 m2; Đường Văn Minh, Xã Di Trạch, Huyện Hoài Đức, Hà Nội;;
6888;13570615;_;;Cần bán;7m;;Đất thổ cư, đất ở;---;;---;---;;---;---;---; 6 tỷ ; 80 m2; Đường Văn Minh, Xã Di Trạch, Huyện Hoài Đức, Hà Nội;;
6889;13563006;_;---;Cần bán;2m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;---;5;---;---;2;---; 2,35 tỷ ; 17 m2; Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội;;
6890;13573921;_;---;Cần bán;50m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;---;6;---;---;4;---; 75 tỷ ; 200 m2; Đường Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội;;
6891;13574068;_;---;Cần bán;2m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;---;4;---;---;2;---; 2,65 tỷ ; 24 m2; Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội;;
6892;13567221;Đông Nam;---;Cần bán;3,5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;5;---;11m;3;---; 5,6 tỷ ; 46 m2; Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội;;
6893;12116082;_;;Cần bán;30m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,6m;5;;12m;3;---; 9,5 tỷ ; 48 m2; Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội;;
6894;4304694;_;;Cần bán;15m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;5;;---;4;---; 8 tỷ ; 45 m2; Đường Hoàng Công Chất, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội;;
6895;13545175;_;---;Cần bán;8m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;1;---;10m;2;---; 1,78 tỷ ; 50 m2; Đường Số 2, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh;;
6896;13545201;_;---;Cần bán;8m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5m;1;---;10m;2;---; 1,78 tỷ ; 50 m2; Đường Số 2, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh;;
6897;13573449;Đông Bắc;---;Cần bán;11m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;16,4m;---;---; 1,55 tỷ ; 82 m2; Đường Nguyễn Văn Thoại, Phường Phú Hội, Thành phố Huế, Huế;Khu dân cư KQH Phú Hậu(xem chi tiết dự án);
6898;13573096;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;16m;9;---;15m;30;---; 87 tỷ ; 240 m2; Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh;;
6899;13573012;_;---;Cần bán;8m;---;Nhà trong hẻm;---;---;20m;3;---;22m;9;---; 65 tỷ ; 440 m2; Đường Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, Hồ Chí Minh;;
6900;13488856;_;---;Cần bán;25m;---;Văn phòng;Sổ hồng/ Sổ đỏ;---;12m;12;---;29m;1;---; 350 tỷ ; 336 m2; Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh;;
6901;13493797;_;---;Cần bán;25m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5,5m;7;---;40m;29;---; 120 tỷ ; 214 m2; Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh;;
6902;13494002;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;11m;4;---;20m;5;---; 65 tỷ ; 210 m2; Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh;;
6903;13479889;_;---;Cần bán;40m;---;Văn phòng;Sổ hồng/ Sổ đỏ;---;20m;8;---;29m;8;---; 299 tỷ ; 475 m2; Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Hồ Chí Minh;;
6904;13479642;_;---;Cần bán;8m;---;Nhà trong hẻm;---;---;7,2m;3;---;20m;1;---; 29 tỷ ; 140 m2; Đường Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình, Hồ Chí Minh;;
6905;13473017;_;---;Cần bán;25m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;8m;1;---;20m;1;---; 42 tỷ ; 150 m2; Đường Bạch Đằng, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
6906;13472938;_;---;Cần bán;25m;---;Văn phòng;Sổ hồng/ Sổ đỏ;---;10m;7;---;13m;7;---; 50 tỷ ; 133 m2; Đường Bạch Đằng, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
6907;13472954;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;8,2m;6;---;28m;6;---; 43 tỷ ; 220 m2; Đường Bạch Đằng, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
6908;13472972;_;---;Cần bán;20m;---;Văn phòng;Sổ hồng/ Sổ đỏ;---;7,5m;8;---;22m;1;---; 48 tỷ ; 160 m2; Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh;;
6909;13571144;Tây;;Cần bán;5,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;3;;15m;3;---; 4,7 tỷ ; 60 m2; Đường Đinh Công Tráng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng;;
6910;13573940;_;;Cần bán;50m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;11,5m;2;;25m;7;---; 120 tỷ ; 275 m2; Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh;;
6911;13572602;_;---;Cần bán;27m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;---;2;---;---;3;---; 10 tỷ ; 140 m2; Đường Lê Quang Định, Phường Thắng Nhất, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
6912;13572264;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,4m;2;---;14,5m;3;---; 5,4 tỷ ; 62 m2; Đường Số 19, Phường Linh Chiểu, Thành phố Thủ Đức, Hồ Chí Minh;;
6913;13564070;_;;Cần bán;2m;;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;;---;2;---;---;2;---; 4,2 tỷ ; 54 m2; ngõ 323 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội;;
6914;13557207;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;5;---;---;3;---; 3,9 tỷ ; 32 m2; ngõ 155 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội;;
6915;13571400;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;5;;12m;5;---; 11,6 tỷ ; 45 m2; Đường  Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
6916;13570984;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;7;---;23m;20;---; 16,8 tỷ ; 90 m2; Phố Phương Liệt, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội;;
6917;13573435;_;---;Cần bán;15m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;15m;4;---;8m;4;---; 25 tỷ ; 109 m2; Đường Tây Trà, Phường Trần Phú, Quận Hoàng Mai, Hà Nội;;
6918;13572369;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;;17m;4;---; 6,4 tỷ ; 68 m2; Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh;;
6919;13567048;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,3m;3;---;---;3;---; 7,3 tỷ ; 75 m2; Phố Phan Đình Giót, Phường Quang Trung, Quận Hà Đông, Hà Nội;;
6920;13572960;_;;Cần bán;12m;;Nhà mặt tiền;---;;4,2m;2;;---;4;---; 4,3 tỷ ; 83 m2; Đường Trần Hoàn, Phường Đằng Hải, Quận Hải An, Hải Phòng;;
6921;13022695;_;;Cần bán;13m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;4;;10m;4;---; 4,85 tỷ ; 40 m2; Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Hải Phòng;;
6922;12233033;Bắc;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 6,568 tỷ ; 60 m2; Đường Ngô Gia Tự, Phường Đằng Lâm, Quận Hải An, Hải Phòng;;
6923;13238338;_;---;Cần bán;6m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;---;---;21m;3;---; 520 triệu ; 104 m2; Đường 511, Xã Phước Hiệp, Huyện Củ Chi, Hồ Chí Minh;;
6924;13572444;_;---;Cần bán;6m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;7m;---;---;34m;---;---; 720 triệu ; 232 m2; Đường 14 Xã Tân Thông Hội, Huyện Củ Chi, Hồ Chí Minh;;
6925;13570359;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;---;---;29m;1;---; 400 triệu ; 145 m2; Âp Cây Da Xã Hiệp Thạnh, Huyện Gò Dầu, Tây Ninh;;
6926;13305394;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;---;---;22m;3;---; 650 triệu ; 108 m2; Đường Trần Văn Chẩm, Xã Phước Vĩnh An, Huyện Củ Chi, Hồ Chí Minh;;
6927;13573927;_;---;Cần bán;12m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 1,6 tỷ ; 120 m2; Đường Bùi Thị Xuân, Phường Tân Phước, Thị Xã Phú Mỹ, Bà Rịa Vũng Tàu;;
6928;12799192;Tây Bắc;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;5;;14m;6;---; 14,6 tỷ ; 56 m2; Phố Thông Phong, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội;;
6929;13338820;_;;Cần bán;20m;;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;---;5,9m;8;;10m;2;---; 860 triệu ; 59 m2; Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh;;
6930;13571282;_;;Cần bán;2,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;5;;10m;3;---; 3,9 tỷ ; 35 m2; Phố Đội cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội;;
6931;13276895;_;;Cần bán;3,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6m;5;;9m;4;---; 6,7 tỷ ; 50 m2; Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội;;
6932;13271974;_;;Cần bán;2,8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;5;;9,5m;3;---; 4,2 tỷ ; 38 m2; Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội;;
6933;13267866;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;7m;5;;15m;4;---; 33 tỷ ; 105 m2; Phố Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
6934;13572863;_;---;Cần bán;5m;---;Đất nông, lâm nghiệp;---;---;53m;---;---;130m;---;---; 13 tỷ ; 10.900 m2; Đường Quốc lộ 56, Xã Hàng Gòn, Thành phố Long Khánh, Đồng Nai;;
6935;13573918;_;---;Cần bán;12m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 1,8 tỷ ; 150 m2; Đường Chi Lăng, Phường 12, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
6936;13520258;Tây Nam;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;5;;17m;4;---; 17,3 tỷ ; 85 m2; Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội;;
6937;13573916;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;5;;---;3;---; 3,3 tỷ ; 30 m2; Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội;;
6938;13573915;Tây Nam;---;Cần bán;13m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4m;---;---;16,5m;---;---; 1,55 tỷ ; 66 m2; Đường Đất Lành, Xã Vĩnh Thái, Thành phố Nha Trang, Khánh Hòa;;
6939;13520144;Tây Nam;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,8m;7;;12,5m;4;---; 13,5 tỷ ; 60 m2; Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội;;
6940;13566221;_;;Cần bán;15m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;25m;3;---; 1,3 tỷ ; 125 m2; Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, Hồ Chí Minh;;
6941;13573913;_;;Cần bán;6m;;Nhà trong hẻm;---;;4m;4;;12m;4;---; 7,99 tỷ ; 50 m2; Đường Phan Văn Trị, Phường 1, Quận Gò Vấp, Hồ Chí Minh;;
6942;13049638;Nam;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6m;1;;16m;3;---; 13,5 tỷ ; 105 m2; Đường Số 77, Phường Tân Quy, Quận 7, Hồ Chí Minh;;
6943;13573909;_;;Cần bán;4m;;Nhà trong hẻm;---;;4m;5;;14m;9;---; 7,35 tỷ ; 54 m2; Đường Lê Lai, Phường 3, Quận Gò Vấp, Hồ Chí Minh;;
6944;13571509;_;---;Cần bán;4m;;Nhà hàng, khách sạn;Sổ hồng/ Sổ đỏ;---;6,5m;4;;13m;10;---; 13 tỷ ; 85 m2; Đường Bùi Thị Xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng;;
6945;13570726;_;---;Cần bán;3m;---;Đất thổ cư, đất ở;---;---;5m;---;---;21m;---;---; 6,5 tỷ ; 105 m2; Đường Phù Đổng Thiên Vương, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
6946;13570856;_;---;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;;13m;2;---; 4,25 tỷ ; 52 m2; Đường Trần Quang Diệu, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
6947;12781725;_;;Cần bán;---;;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;;5m;9;;11m;2;---; 1,08 tỷ ; 54 m2; Đường Dương Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng;Căn hộ chung cư Blue House(xem chi tiết dự án);
6948;13573906;_;;Cần bán;8m;;Biệt thự, nhà liền kề;---;;5m;5;;15m;5;---; 13,99 tỷ ; 75 m2; Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh;;
6949;13573905;_;---;Cần bán;9m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5,5m;---;---;16,82m;---;---; 1,3 tỷ ; 93 m2; Xã Quất Động, Huyện Thường Tín, Hà Nội;;
6950;11779037;_;;Cần bán;4m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;2;;19m;3;---; 15 tỷ ; 95 m2; Đường N1, Phường Thống Nhất, Thành phố Biên Hoà, Đồng Nai;Khu dân cư D2D(xem chi tiết dự án);
6951;13320023;Nam;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;5m;2;;18m;3;---; 4 tỷ ; 90 m2; Đường Đồng Khởi, Phường Tân Phong, Thành phố Biên Hoà, Đồng Nai;Khu dân cư Tân Phong(xem chi tiết dự án);
6952;9996879;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,2m;4;;20m;6;---; 7,9 tỷ ; 84 m2; Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hoà, Đồng Nai;Khu dân cư D2D(xem chi tiết dự án);
6953;12950100;Tây Nam;---;Cần bán;18m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;10m;1;;22m;1;---; 9,2 tỷ ; 220 m2; Đường Đặng Văn Trơn, Xã Hiệp Hòa, Thành phố Biên Hoà, Đồng Nai;Khu tái định cư Phúc Hiếu(xem chi tiết dự án);
6954;13411333;Nam;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;3;;22m;1;---; 26 tỷ ; 264 m2; Đường N1, Phường Thống Nhất, Thành phố Biên Hoà, Đồng Nai;Khu dân cư D2D(xem chi tiết dự án);
6955;13411455;Đông Nam;;Cần bán;15m;;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;;10m;1;;22m;1;---; 9,5 tỷ ; 220 m2; Đường Đặng Văn Trơn, Xã Hiệp Hòa, Thành phố Biên Hoà, Đồng Nai;Khu tái định cư Phúc Hiếu(xem chi tiết dự án);
6956;13308752;Tây Bắc;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;4;;27m;6;---; 10,9 tỷ ; 134 m2; Đường Đặng Văn Trơn, Xã Hiệp Hòa, Thành phố Biên Hoà, Đồng Nai;Khu tái định cư Phúc Hiếu(xem chi tiết dự án);
6957;13310730;Bắc;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;3;;22m;4;---; 1,35 tỷ ; 110 m2; Đường Nguyễn Văn Hoa, Phường Thống Nhất, Thành phố Biên Hoà, Đồng Nai;Khu biệt thự Văn Hoa Villas(xem chi tiết dự án);
6958;13573903;Đông;---;Cần bán;4m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;24m;---;---;16m;---;---; 5,8 tỷ ; 364 m2; Đường Nguyễn Thông, Phường Phú Hài, Thành phố Phan Thiết, Bình Thuận;;
6959;11104691;Đông Bắc;;Cần bán;5,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;22m;4;---; 9,3 tỷ ; 110 m2; Đường Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng;;
6960;13306271;Tây Nam;---;Cần bán;11m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;;18,5m;---;---; 4,5 tỷ ; 94 m2; Đường Võ An Ninh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;;
6961;13573901;_;---;Cần bán;16m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 2,8 tỷ ; 100 m2; Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh;;
6962;13568913;_;---;Cần bán;7,5m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;28m;---;---; 24 triệu / m2  ; 140 m2; Đường Trần Kỳ Phong, Thị trấn Châu Ổ, Huyện Bình Sơn, Quảng Ngãi;Khu dân cư Đông Nam - Châu Ổ(xem chi tiết dự án);
6963;13195830;Đông Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,3m;1;---;12m;3;---; 1,54 tỷ ; 85 m2; Đường Bờ Kè, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ;;
6964;13569975;Tây Bắc;---;Cần bán;6m;---;Đất thổ cư, đất ở;---;---;6m;---;---;29m;---;---; 4,5 tỷ ; 166 m2; Đường Lê Văn Sô, Phường An Thới, Quận Bình Thủy, Cần Thơ;;
6965;12362435;Đông Nam;---;Cần bán;4,2m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4,1m;---;---;12m;---;---; 790 triệu ; 49 m2; Đường Bùi Hữu Nghĩa, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ;;
6966;13573210;_;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;8m;5;;---;5;---; 6,8 tỷ ; 38 m2; Pháo Đài Láng Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội;;
6967;13573175;_;---;Cần bán;6m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;---;4;---;---;5;---; 11,2 tỷ ; 80 m2; Đường Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội;;
6968;13573894;_;---;Cần bán;8m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4m;6;---;---;6;---; 18,9 tỷ ; 65 m2; Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội;;
6969;13573892;Đông Nam;---;Cần bán;18m;---;Biệt thự, nhà liền kề;Giấy tờ hợp lệ;---;14m;---;---;22m;---;---; 26,2 tỷ ; 308 m2; Phường Đại Phúc, Thành phố Bắc Ninh, Bắc Ninh;;
6970;13573890;_;---;Cần bán;5m;---;Phòng trọ, nhà trọ;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 10,3 tỷ ; 157 m2; Đường Số 2, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;;
6971;12576029;Đông;---;Cần bán;14m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;---;---;33,6m;---;---; 15,5 triệu / m2  ; 336 m2; Đường Huyền Trân Công Chúa, Phường Thủy Biều, Thành phố Huế, Huế;;
6972;12512796;Đông;---;Cần bán;14m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;---;---;33,6m;---;---; 15,5 triệu / m2  ; 336 m2; Đường Huyền Trân Công Chúa, Xã Thủy Bằng, Thành phố Huế, Huế;;
6973;12517446;Đông;---;Cần bán;14m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;---;---;33,6m;---;---; 15,5 triệu / m2  ; 336 m2; Đường Huyền Trân Công Chúa, Phường Thủy Xuân, Thành phố Huế, Huế;;
6974;13573889;Đông;---;Cần bán;60m;---;Đất nông, lâm nghiệp;Sổ hồng/ Sổ đỏ;---;300mm;---;---;110m;---;---; 11 triệu ; 34.000 m2; Đường Nguyễn Tất Thành, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa;;
6975;13573886;_;---;Cần bán;20m;---;Đất thổ cư, đất ở;---;---;---;---;---;---;---;---; 1,8 tỷ ; 105 m2; Đường Hùng Vương, Phường Phú Mỹ, Thị Xã Phú Mỹ, Bà Rịa Vũng Tàu;;
6976;13573885;Đông Bắc;---;Cần bán;12m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;6m;---;---;15m;---;---; 2,5 tỷ ; 99 m2; Phường Đồng Kỵ, Thành phố Từ Sơn, Bắc Ninh;;
6977;12429830;_;---;Cần bán;15m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;---;23m;---;---; 2,699 tỷ ; 138 m2; Đường Nguyễn Văn Cừ, Phường Hòa Long, Thành phố Bà Rịa, Bà Rịa Vũng Tàu;;
6978;13294747;Đông Bắc;---;Cần bán;14m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4,5m;---;---;17m;---;---; 3,35 tỷ ; 78 m2; Phường Ninh Xá, Thành phố Bắc Ninh, Bắc Ninh;;
6979;13315943;Đông Nam;---;Cần bán;6m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;16m;---;---;24m;---;---; 7,2 tỷ ; 360 m2; Xã Nam Sơn, Thành phố Bắc Ninh, Bắc Ninh;;
6980;13315923;Tây Bắc;---;Cần bán;6m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6,5m;---;---;18m;---;---; 1,95 tỷ ; 127 m2; Xã Nam Sơn, Thành phố Bắc Ninh, Bắc Ninh;;
